R_Cam.35
7110.8459	3747.0000
7110.8887	5680.0000
7110.9315	5971.0000
7110.9743	5987.0000
7111.0171	6122.0000
7111.0599	6288.0000
7111.1027	6303.0000
7111.1455	6332.0000
7111.1882	6263.0000
7111.2310	6143.0000
7111.2738	7681.0000
7111.3166	7395.0000
7111.3594	7146.0000
7111.4022	6970.0000
7111.4449	6965.0000
7111.4877	7055.0000
7111.5305	7042.0000
7111.5732	7378.0000
7111.6160	7619.0000
7111.6588	7655.0000
7111.7016	7683.0000
7111.7443	7641.0000
7111.7871	7614.0000
7111.8299	7568.0000
7111.8727	7621.0000
7111.9155	7528.0000
7111.9582	7642.0000
7112.0010	7708.0000
7112.0437	7743.0000
7112.0865	7848.0000
7112.1292	7936.0000
7112.1720	7927.0000
7112.2147	8155.0000
7112.2575	8125.0000
7112.3002	8182.0000
7112.3429	8134.0000
7112.3857	8078.0000
7112.4284	7895.0000
7112.4711	7797.0000
7112.5139	7630.0000
7112.5566	7681.0000
7112.5993	7867.0000
7112.6421	8234.0000
7112.6848	8462.0000
7112.7275	8699.0000
7112.7702	9080.0000
7112.8130	9195.0000
7112.8558	9386.0000
7112.8985	9402.0000
7112.9412	9365.0000
7112.9839	9129.0000
7113.0266	8808.0000
7113.0693	8328.0000
7113.1121	7977.0000
7113.1548	7727.0000
7113.1975	7644.0000
7113.2402	7611.0000
7113.2829	7489.0000
7113.3256	7565.0000
7113.3683	7608.0000
7113.4110	7555.0000
7113.4537	7541.0000
7113.4963	7498.0000
7113.5390	7601.0000
7113.5817	7639.0000
7113.6244	7847.0000
7113.6671	8161.0000
7113.7098	8439.0000
7113.7525	8751.0000
7113.7951	9005.0000
7113.8378	9113.0000
7113.8805	9302.0000
7113.9233	9336.0000
7113.9659	9365.0000
7114.0086	9421.0000
7114.0513	9360.0000
7114.0939	9345.0000
7114.1366	9153.0000
7114.1793	9023.0000
7114.2219	8869.0000
7114.2646	8578.0000
7114.3073	8311.0000
7114.3499	8039.0000
7114.3926	7797.0000
7114.4352	7671.0000
7114.4779	7635.0000
7114.5205	7674.0000
7114.5632	7618.0000
7114.6058	7487.0000
7114.6485	7454.0000
7114.6911	7366.0000
7114.7337	7422.0000
7114.7764	7596.0000
7114.8190	7853.0000
7114.8617	8069.0000
7114.9043	8106.0000
7114.9469	8138.0000
7114.9896	8053.0000
7115.0323	8111.0000
7115.0749	8063.0000
7115.1175	8204.0000
7115.1601	8337.0000
7115.2028	8476.0000
7115.2454	8502.0000
7115.2880	8428.0000
7115.3306	8446.0000
7115.3732	8398.0000
7115.4158	8286.0000
7115.4585	8387.0000
7115.5011	8410.0000
7115.5437	8307.0000
7115.5863	8182.0000
7115.6289	7965.0000
7115.6715	7783.0000
7115.7141	7637.0000
7115.7567	7599.0000
7115.7993	7649.0000
7115.8419	7497.0000
7115.8845	7456.0000
7115.9271	7532.0000
7115.9696	7724.0000
7116.0123	7965.0000
7116.0549	8167.0000
7116.0975	8501.0000
7116.1401	8719.0000
7116.1827	9108.0000
7116.2252	9678.0000
7116.2678	10323.0000
7116.3104	10910.0000
7116.3530	11305.0000
7116.3955	11435.0000
7116.4381	11552.0000
7116.4807	11567.0000
7116.5232	11631.0000
7116.5658	11465.0000
7116.6084	11472.0000
7116.6509	11423.0000
7116.6935	11205.0000
7116.7360	11084.0000
7116.7786	10802.0000
7116.8211	10352.0000
7116.8637	9761.0000
7116.9062	9104.0000
7116.9488	8536.0000
7116.9913	8043.0000
7117.0339	7775.0000
7117.0765	7671.0000
7117.1191	7645.0000
7117.1616	7634.0000
7117.2041	7783.0000
7117.2467	8047.0000
7117.2892	8170.0000
7117.3317	8419.0000
7117.3743	8944.0000
7117.4168	9533.0000
7117.4593	10262.0000
7117.5019	10865.0000
7117.5444	11340.0000
7117.5869	11653.0000
7117.6294	11975.0000
7117.6719	12255.0000
7117.7145	12269.0000
7117.7570	12312.0000
7117.7995	12424.0000
7117.8420	12218.0000
7117.8845	11989.0000
7117.9270	11757.0000
7117.9695	11445.0000
7118.0120	11133.0000
7118.0545	10611.0000
7118.0970	10059.0000
7118.1396	9556.0000
7118.1821	9011.0000
7118.2246	8638.0000
7118.2671	8252.0000
7118.3096	7978.0000
7118.3521	8044.0000
7118.3946	8148.0000
7118.4371	8397.0000
7118.4795	8771.0000
7118.5220	9098.0000
7118.5645	9377.0000
7118.6070	9813.0000
7118.6495	10186.0000
7118.6919	10636.0000
7118.7344	10773.0000
7118.7769	10736.0000
7118.8193	10572.0000
7118.8618	10360.0000
7118.9043	10197.0000
7118.9467	10212.0000
7118.9892	10485.0000
7119.0317	10873.0000
7119.0741	11235.0000
7119.1166	11525.0000
7119.1590	11635.0000
7119.2016	11624.0000
7119.2440	11579.0000
7119.2865	11429.0000
7119.3289	11144.0000
7119.3714	10920.0000
7119.4138	10811.0000
7119.4563	10496.0000
7119.4987	10163.0000
7119.5412	9861.0000
7119.5836	9632.0000
7119.6260	9566.0000
7119.6685	9717.0000
7119.7109	9814.0000
7119.7533	9871.0000
7119.7958	9948.0000
7119.8382	10002.0000
7119.8806	10343.0000
7119.9230	10812.0000
7119.9655	11035.0000
7120.0079	11388.0000
7120.0503	11445.0000
7120.0927	11703.0000
7120.1351	11829.0000
7120.1775	11927.0000
7120.2199	11697.0000
7120.2625	11697.0000
7120.3049	12039.0000
7120.3473	12141.0000
7120.3897	12061.0000
7120.4321	12233.0000
7120.4745	12340.0000
7120.5169	12812.0000
7120.5593	13025.0000
7120.6017	13083.0000
7120.6441	12910.0000
7120.6864	12520.0000
7120.7288	11860.0000
7120.7712	10974.0000
7120.8136	10232.0000
7120.8560	9699.0000
7120.8984	9321.0000
7120.9408	9187.0000
7120.9831	9290.0000
7121.0255	9473.0000
7121.0679	9643.0000
7121.1103	9692.0000
7121.1526	9535.0000
7121.1950	9440.0000
7121.2374	9393.0000
7121.2798	9458.0000
7121.3222	9511.0000
7121.3646	10009.0000
7121.4069	10464.0000
7121.4493	11064.0000
7121.4916	11815.0000
7121.5340	12421.0000
7121.5764	12989.0000
7121.6187	13467.0000
7121.6611	13724.0000
7121.7034	13920.0000
7121.7458	13855.0000
7121.7881	13876.0000
7121.8304	13572.0000
7121.8728	13347.0000
7121.9151	13271.0000
7121.9575	13186.0000
7121.9998	12839.0000
7122.0421	12414.0000
7122.0845	11998.0000
7122.1268	11485.0000
7122.1691	10996.0000
7122.2114	10506.0000
7122.2538	10118.0000
7122.2961	9806.0000
7122.3385	9718.0000
7122.3808	9791.0000
7122.4232	10085.0000
7122.4655	10449.0000
7122.5078	10947.0000
7122.5501	11150.0000
7122.5924	11068.0000
7122.6347	10980.0000
7122.6770	10739.0000
7122.7193	10581.0000
7122.7616	10452.0000
7122.8039	10385.0000
7122.8462	10462.0000
7122.8885	10698.0000
7122.9308	11118.0000
7122.9731	11749.0000
7123.0154	12815.0000
7123.0577	13833.0000
7123.1000	14874.0000
7123.1423	15668.0000
7123.1846	16113.0000
7123.2269	15892.0000
7123.2692	15108.0000
7123.3114	13963.0000
7123.3537	12567.0000
7123.3961	11294.0000
7123.4384	10519.0000
7123.4806	10026.0000
7123.5229	9986.0000
7123.5652	10327.0000
7123.6074	10731.0000
7123.6497	10913.0000
7123.6920	11052.0000
7123.7342	11115.0000
7123.7765	11008.0000
7123.8188	10982.0000
7123.8610	11271.0000
7123.9033	11529.0000
7123.9455	11973.0000
7123.9878	12243.0000
7124.0300	12332.0000
7124.0723	12467.0000
7124.1145	12326.0000
7124.1568	12192.0000
7124.1990	12139.0000
7124.2413	12121.0000
7124.2835	12158.0000
7124.3257	12082.0000
7124.3680	12218.0000
7124.4102	12436.0000
7124.4525	12738.0000
7124.4948	13136.0000
7124.5370	13040.0000
7124.5792	13065.0000
7124.6215	12972.0000
7124.6637	12524.0000
7124.7059	12095.0000
7124.7481	11524.0000
7124.7903	10885.0000
7124.8326	10381.0000
7124.8748	9848.0000
7124.9170	9362.0000
7124.9592	9136.0000
7125.0014	9022.0000
7125.0436	8964.0000
7125.0858	8808.0000
7125.1280	8377.0000
7125.1702	8114.0000
7125.2124	7898.0000
7125.2546	7751.0000
7125.2968	7478.0000
7125.3390	7316.0000
7125.3812	7200.0000
7125.4234	6976.0000
7125.4656	6793.0000
7125.5079	6676.0000
7125.5501	6510.0000
7125.5923	6535.0000
7125.6344	6471.0000
7125.6766	6392.0000
7125.7188	6366.0000
7125.7610	6236.0000
7125.8031	6250.0000
7125.8453	6238.0000
7125.8875	6248.0000
7125.9297	6348.0000
7125.9718	6417.0000
7126.0140	6421.0000
7126.0562	6524.0000
7126.0983	6585.0000
7126.1405	6490.0000
7126.1826	6491.0000
7126.2248	6554.0000
7126.2670	6481.0000
7126.3091	6538.0000
7126.3513	6724.0000
7126.3934	6751.0000
7126.4356	6724.0000
7126.4777	6728.0000
7126.5199	6773.0000
7126.5621	6792.0000
7126.6042	6700.0000
7126.6464	6790.0000
7126.6885	6853.0000
7126.7307	6954.0000
7126.7728	6914.0000
7126.8149	7021.0000
7126.8571	7104.0000
7126.8992	7156.0000
7126.9413	7139.0000
7126.9834	7136.0000
7127.0256	7179.0000
7127.0677	7236.0000
7127.1098	7255.0000
7127.1519	7293.0000
7127.1940	7290.0000
7127.2362	7350.0000
7127.2783	7415.0000
7127.3204	7516.0000
7127.3625	7672.0000
7127.4046	7661.0000
7127.4467	7506.0000
7127.4888	7501.0000
7127.5309	7495.0000
7127.5730	7483.0000
7127.6152	7509.0000
7127.6573	7494.0000
7127.6994	7579.0000
7127.7415	7705.0000
7127.7836	7861.0000
7127.8257	7763.0000
7127.8678	7703.0000
7127.9099	7731.0000
7127.9519	7660.0000
7127.9940	7663.0000
7128.0361	7780.0000
